text,emotion
I feel embarrassed about what I did. I feel overwhelmed.,shame
I had no idea you were coming! I'm speechless.,surprise
Laughing with friends is the best feeling. I'm speechless.,joy
Today has been really hard for me..,sadness
Today has been really hard for me.!,sadness
What if I fail the exam tomorrow?,fear
Laughing with friends is the best feeling. It left me stunned.,joy
I'm so proud of my accomplishments. I feel overwhelmed.,joy
The thought of losing my job terrifies me. This just happened.,fear
Nothing seems to cheer me up lately. It left me stunned.,sadness
I just want to be alone and cry. It's real.,sadness
I wish I could take back my words. This just happened.,shame
I wish I could take back my words. No way!,shame
I’m just reading a book now..,neutral
Why do people always interrupt me? Can you believe it?,anger
I had no idea you were coming! I feel overwhelmed.,surprise
What if I fail the exam tomorrow? I'm speechless.,fear
I can't breathe when I'm anxious.,fear
That's unbelievable news! It's real.,surprise
You threw me a party? I'm shocked! It really happened.,surprise
I can't stand people who lie. It really happened.,disgust
I miss my family so much..,sadness
That was completely unfair and wrong.,anger
Laughing with friends is the best feeling. Can you believe it?,joy
I can't believe I acted like that.,shame
That food smelled terrible. I feel overwhelmed.,disgust
I'm mad at myself for forgetting that.,anger
The weather is moderate and cloudy. I'm not joking.,neutral
I wish I could take back my words. Honestly.,shame
The sight of that was revolting. This just happened.,disgust
What if I fail the exam tomorrow? I'm telling the truth.,fear
The weather is moderate and cloudy. No way!,neutral
I can't breathe when I'm anxious. I'm telling the truth.,fear
This gift is such a wonderful surprise..,surprise
That was completely unfair and wrong.,anger
Why do people always interrupt me? I feel overwhelmed.,anger
Today has been really hard for me.,sadness
I had no idea you were coming! That really hit me.,surprise
I can't stand people who lie. I'm telling the truth.,disgust
I just want to be alone and cry.,sadness
Why do people always interrupt me? Honestly.,anger
Today has been really hard for me.,sadness
This is so frustrating and annoying! It left me stunned.,anger
This is so frustrating and annoying! I'm telling the truth.,anger
This surprise party is amazing!!,joy
The thought of losing my job terrifies me. I'm telling the truth.,fear
That food smelled terrible..,disgust
Everyone was watching when I slipped. That really hit me.,shame
I'm mad at myself for forgetting that. I feel overwhelmed.,anger
This is so frustrating and annoying! I'm still processing it.,anger
I can't stand people who lie. It was unexpected.,disgust
The sight of that was revolting. I'm speechless.,disgust
I just got a promotion at work! I'm telling the truth.,joy
You threw me a party? I'm shocked! Honestly.,surprise
Today has been really hard for me. That really hit me.,sadness
Today has been really hard for me. I'm still processing it.,sadness
That was completely unfair and wrong. I'm not joking.,anger
I'm furious about how they treated me. I feel overwhelmed.,anger
"Wow, I didn’t expect that at all!.",surprise
That’s the most disgusting thing ever. This just happened.,disgust
I'm really scared of the dark. I still can't believe it.,fear
I feel embarrassed about what I did. I'm not joking.,shame
This surprise party is amazing!.,joy
I miss my family so much. This just happened.,sadness
My best friend moved away. It's real.,sadness
I'm mad at myself for forgetting that. This just happened.,anger
This is so frustrating and annoying! I'm speechless.,anger
What a beautiful sunny day! This just happened.,joy
I'm afraid of what might happen next. I'm still processing it.,fear
The sight of that was revolting..,disgust
This gift is such a wonderful surprise. This just happened.,surprise
This surprise party is amazing! It's real.,joy
That’s the most disgusting thing ever. I feel overwhelmed.,disgust
This situation makes me sick. I'm telling the truth.,disgust
My best friend moved away. That really hit me.,sadness
My best friend moved away. Can you believe it?,sadness
Nothing seems to cheer me up lately. I'm telling the truth.,sadness
That's unbelievable news! Honestly.,surprise
The sight of that was revolting. This just happened.,disgust
This is so frustrating and annoying!.,anger
I miss my family so much. It was unexpected.,sadness
That was completely unfair and wrong. Can you believe it?,anger
I had cereal for breakfast today..,neutral
Everyone was watching when I slipped. I feel overwhelmed.,shame
The weather is moderate and cloudy. I couldn't believe it.,neutral
She wore a red dress to the event. Seriously.,neutral
Everyone was watching when I slipped. I'm speechless.,shame
Today has been really hard for me.,sadness
I can't believe I acted like that. It's real.,shame
Everyone was watching when I slipped.!,shame
Everyone was watching when I slipped. Can you believe it?,shame
I feel embarrassed about what I did. I'm not joking.,shame
This surprise party is amazing! Honestly.,joy
I'm afraid of what might happen next..,fear
That food smelled terrible.!,disgust
I'm really scared of the dark. No way!,fear
The meeting is scheduled at 3 PM. This just happened.,neutral
I can't breathe when I'm anxious. I'm speechless.,fear
I just want to be alone and cry. It's real.,sadness
This gift is such a wonderful surprise. It left me stunned.,surprise
Why do people always interrupt me? I'm telling the truth.,anger
I'm really scared of the dark. It's real.,fear
I wish I could take back my words.!,shame
I'm furious about how they treated me. No way!,anger
What a beautiful sunny day! It was unexpected.,joy
I'm mad at myself for forgetting that. I still can't believe it.,anger
What if I fail the exam tomorrow? This just happened.,fear
That's unbelievable news!,surprise
She wore a red dress to the event. I couldn't believe it.,neutral
That was completely unfair and wrong. No way!,anger
I'm so proud of my accomplishments. It was unexpected.,joy
I can't believe I acted like that. That really hit me.,shame
She wore a red dress to the event. It left me stunned.,neutral
"Wow, I didn’t expect that at all!",surprise
My best friend moved away. That really hit me.,sadness
I feel embarrassed about what I did. It left me stunned.,shame
I feel embarrassed about what I did. It really happened.,shame
What a beautiful sunny day! I'm telling the truth.,joy
I can't breathe when I'm anxious.,fear
That's unbelievable news! Honestly.,surprise
The weather is moderate and cloudy.,neutral
The sight of that was revolting. I still can't believe it.,disgust
Everyone was watching when I slipped.!,shame
The thought of losing my job terrifies me. I'm not joking.,fear
Today has been really hard for me. I still can't believe it.,sadness
That’s the most disgusting thing ever..,disgust
I just want to be alone and cry. Seriously.,sadness
I just want to be alone and cry. It left me stunned.,sadness
You threw me a party? I'm shocked!,surprise
Laughing with friends is the best feeling. I feel overwhelmed.,joy
You threw me a party? I'm shocked!.,surprise
I feel embarrassed about what I did. I feel overwhelmed.,shame
That’s the most disgusting thing ever. I couldn't believe it.,disgust
I can't breathe when I'm anxious. I'm not joking.,fear
I'm afraid of what might happen next. It was unexpected.,fear
Today has been really hard for me.,sadness
I can't stand people who lie. I'm still processing it.,disgust
What a beautiful sunny day! I feel overwhelmed.,joy
I'm so proud of my accomplishments. It was unexpected.,joy
I'm furious about how they treated me. It was unexpected.,anger
I'm furious about how they treated me. It was unexpected.,anger
I just want to be alone and cry. I'm speechless.,sadness
That was completely unfair and wrong. No way!,anger
I just got a promotion at work! I'm telling the truth.,joy
You threw me a party? I'm shocked!!,surprise
I feel embarrassed about what I did. I'm speechless.,shame
I'm so proud of my accomplishments. I'm not joking.,joy
What if I fail the exam tomorrow? I still can't believe it.,fear
That's unbelievable news!!,surprise
The weather is moderate and cloudy. I'm still processing it.,neutral
That food smelled terrible. I couldn't believe it.,disgust
You threw me a party? I'm shocked!!,surprise
That’s the most disgusting thing ever. I couldn't believe it.,disgust
What a beautiful sunny day! It really happened.,joy
I feel so ashamed of myself. I feel overwhelmed.,shame
The weather is moderate and cloudy. I'm still processing it.,neutral
Everyone was watching when I slipped. Seriously.,shame
I'm furious about how they treated me. No way!,anger
I had cereal for breakfast today. I'm still processing it.,neutral
Why do people always interrupt me? It really happened.,anger
That food smelled terrible. I'm still processing it.,disgust
I just got a promotion at work! It left me stunned.,joy
I'm so proud of my accomplishments. It left me stunned.,joy
What if I fail the exam tomorrow?!,fear
I'm really scared of the dark. I'm not joking.,fear
That food smelled terrible. I'm speechless.,disgust
I'm so proud of my accomplishments. Can you believe it?,joy
The meeting is scheduled at 3 PM. I feel overwhelmed.,neutral
She wore a red dress to the event. I'm still processing it.,neutral
I’m just reading a book now. I'm speechless.,neutral
I miss my family so much. No way!,sadness
My best friend moved away.,sadness
I feel embarrassed about what I did. Honestly.,shame
I'm so proud of my accomplishments. I still can't believe it.,joy
My best friend moved away. I'm still processing it.,sadness
The weather is moderate and cloudy. I'm telling the truth.,neutral
This situation makes me sick. I'm telling the truth.,disgust
I'm furious about how they treated me. Can you believe it?,anger
Nothing seems to cheer me up lately. No way!,sadness
I'm mad at myself for forgetting that. I'm telling the truth.,anger
I’m just reading a book now. I'm speechless.,neutral
I'm so proud of my accomplishments. I'm not joking.,joy
What if I fail the exam tomorrow? This just happened.,fear
I just want to be alone and cry. I'm still processing it.,sadness
I wish I could take back my words. That really hit me.,shame
What if I fail the exam tomorrow? I couldn't believe it.,fear
Nothing seems to cheer me up lately.!,sadness
Today has been really hard for me. I'm still processing it.,sadness
I just got a promotion at work! I'm not joking.,joy
The sight of that was revolting. This just happened.,disgust
Nothing seems to cheer me up lately. It really happened.,sadness
The thought of losing my job terrifies me. I'm still processing it.,fear
I'm mad at myself for forgetting that. It's real.,anger
I can't breathe when I'm anxious. I'm telling the truth.,fear
I can't stand people who lie. It left me stunned.,disgust
What a beautiful sunny day! That really hit me.,joy
Everyone was watching when I slipped. Honestly.,shame
I can't believe I acted like that. It's real.,shame
That’s the most disgusting thing ever. Can you believe it?,disgust
My best friend moved away. It really happened.,sadness
My best friend moved away. I'm still processing it.,sadness
I'm so proud of my accomplishments. I'm telling the truth.,joy
I wish I could take back my words. No way!,shame
I had cereal for breakfast today. I'm still processing it.,neutral
I can't believe I acted like that. I couldn't believe it.,shame
I can't breathe when I'm anxious. I still can't believe it.,fear
Nothing seems to cheer me up lately. I'm telling the truth.,sadness
I'm furious about how they treated me..,anger
I just got a promotion at work! This just happened.,joy
Nothing seems to cheer me up lately. I'm speechless.,sadness
I had cereal for breakfast today. I'm speechless.,neutral
I'm so proud of my accomplishments. I couldn't believe it.,joy
I'm so proud of my accomplishments. It was unexpected.,joy
The weather is moderate and cloudy. I'm telling the truth.,neutral
That food smelled terrible. I couldn't believe it.,disgust
This is so frustrating and annoying! I'm speechless.,anger
The thought of losing my job terrifies me. It was unexpected.,fear
The thought of losing my job terrifies me. Can you believe it?,fear
I just want to be alone and cry. No way!,sadness
That was completely unfair and wrong. I'm telling the truth.,anger
I’m just reading a book now. It was unexpected.,neutral
The thought of losing my job terrifies me. Honestly.,fear
My best friend moved away. No way!,sadness
Laughing with friends is the best feeling. No way!,joy
I'm furious about how they treated me. It really happened.,anger
What if I fail the exam tomorrow? That really hit me.,fear
Today has been really hard for me. I'm speechless.,sadness
I feel so ashamed of myself.,shame
Today has been really hard for me. That really hit me.,sadness
This situation makes me sick. Seriously.,disgust
I wish I could take back my words. I'm not joking.,shame
That's unbelievable news! It was unexpected.,surprise
That’s the most disgusting thing ever. I couldn't believe it.,disgust
This is so frustrating and annoying!.,anger
The thought of losing my job terrifies me.!,fear
I can't believe I acted like that. I'm not joking.,shame
I just got a promotion at work! No way!,joy
"Wow, I didn’t expect that at all! I'm telling the truth.",surprise
The weather is moderate and cloudy. It was unexpected.,neutral
She wore a red dress to the event..,neutral
I just want to be alone and cry. I still can't believe it.,sadness
Nothing seems to cheer me up lately. Can you believe it?,sadness
I just want to be alone and cry. I'm speechless.,sadness
Why do people always interrupt me? It left me stunned.,anger
Nothing seems to cheer me up lately. Can you believe it?,sadness
I'm furious about how they treated me. It was unexpected.,anger
I feel embarrassed about what I did. I'm telling the truth.,shame
She wore a red dress to the event.,neutral
"Wow, I didn’t expect that at all! I'm still processing it.",surprise
I'm really scared of the dark. I'm not joking.,fear
I'm furious about how they treated me. It left me stunned.,anger
This surprise party is amazing! I'm speechless.,joy
What a beautiful sunny day! It left me stunned.,joy
I just want to be alone and cry.,sadness
The thought of losing my job terrifies me. I'm speechless.,fear
Why do people always interrupt me? I'm still processing it.,anger
The sight of that was revolting. I'm not joking.,disgust
This situation makes me sick. I still can't believe it.,disgust
This is so frustrating and annoying! Can you believe it?,anger
I'm really scared of the dark. No way!,fear
That was completely unfair and wrong. I feel overwhelmed.,anger
Today has been really hard for me. I'm telling the truth.,sadness
I can't stand people who lie. I couldn't believe it.,disgust
This gift is such a wonderful surprise. I'm not joking.,surprise
I had no idea you were coming! Seriously.,surprise
That was completely unfair and wrong. Can you believe it?,anger
I just got a promotion at work! It's real.,joy
The weather is moderate and cloudy. I feel overwhelmed.,neutral
I just want to be alone and cry. Seriously.,sadness
I can't breathe when I'm anxious. This just happened.,fear
This is so frustrating and annoying! Can you believe it?,anger
I'm mad at myself for forgetting that. I feel overwhelmed.,anger
Nothing seems to cheer me up lately. No way!,sadness
I'm so proud of my accomplishments.,joy
That’s the most disgusting thing ever. Seriously.,disgust
I miss my family so much. That really hit me.,sadness
I had cereal for breakfast today. I feel overwhelmed.,neutral
That was completely unfair and wrong. Honestly.,anger
My best friend moved away. I'm not joking.,sadness
Why do people always interrupt me?.,anger
My best friend moved away. I'm not joking.,sadness
I'm mad at myself for forgetting that. I'm still processing it.,anger
I miss my family so much.,sadness
You threw me a party? I'm shocked! This just happened.,surprise
This is so frustrating and annoying!.,anger
Nothing seems to cheer me up lately. I couldn't believe it.,sadness
I’m just reading a book now.!,neutral
I’m just reading a book now. I couldn't believe it.,neutral
That was completely unfair and wrong. I'm still processing it.,anger
I’m just reading a book now. I'm still processing it.,neutral
I can't stand people who lie. It left me stunned.,disgust
I'm mad at myself for forgetting that. It really happened.,anger
She wore a red dress to the event. This just happened.,neutral
I had no idea you were coming! I'm speechless.,surprise
Everyone was watching when I slipped. I'm not joking.,shame
I just want to be alone and cry. I'm still processing it.,sadness
This is so frustrating and annoying! I couldn't believe it.,anger
Why do people always interrupt me? I feel overwhelmed.,anger
I'm furious about how they treated me. I couldn't believe it.,anger
Today has been really hard for me. That really hit me.,sadness
I had no idea you were coming! It really happened.,surprise
I'm afraid of what might happen next. No way!,fear
This situation makes me sick..,disgust
I had cereal for breakfast today. It left me stunned.,neutral
I’m just reading a book now..,neutral
This surprise party is amazing! I couldn't believe it.,joy
I'm afraid of what might happen next. Honestly.,fear
I feel embarrassed about what I did. I couldn't believe it.,shame
This gift is such a wonderful surprise.,surprise
I'm really scared of the dark. It really happened.,fear
I’m just reading a book now. This just happened.,neutral
I feel embarrassed about what I did. I'm telling the truth.,shame
I'm really scared of the dark. No way!,fear
I'm afraid of what might happen next. Honestly.,fear
The thought of losing my job terrifies me. It really happened.,fear
This is so frustrating and annoying! It left me stunned.,anger
I can't stand people who lie. I'm speechless.,disgust
That was completely unfair and wrong. It left me stunned.,anger
I'm mad at myself for forgetting that. I feel overwhelmed.,anger
Why do people always interrupt me? It was unexpected.,anger
She wore a red dress to the event. I feel overwhelmed.,neutral
I miss my family so much.!,sadness
I wish I could take back my words.!,shame
That was completely unfair and wrong. Honestly.,anger
I feel embarrassed about what I did.,shame
This is so frustrating and annoying!!,anger
I had no idea you were coming! It left me stunned.,surprise
I'm so proud of my accomplishments. That really hit me.,joy
Everyone was watching when I slipped.,shame
Today has been really hard for me. It left me stunned.,sadness
I feel embarrassed about what I did. I feel overwhelmed.,shame
You threw me a party? I'm shocked! It was unexpected.,surprise
I'm so proud of my accomplishments. Honestly.,joy
This surprise party is amazing! It's real.,joy
I had no idea you were coming!!,surprise
I had cereal for breakfast today..,neutral
The weather is moderate and cloudy. Can you believe it?,neutral
I miss my family so much. I still can't believe it.,sadness
What if I fail the exam tomorrow? I'm speechless.,fear
Today has been really hard for me. Honestly.,sadness
I just want to be alone and cry. I'm telling the truth.,sadness
I can't believe I acted like that. Honestly.,shame
Why do people always interrupt me? I'm speechless.,anger
I'm really scared of the dark. I'm still processing it.,fear
This is so frustrating and annoying!.,anger
Laughing with friends is the best feeling. It left me stunned.,joy
I just got a promotion at work! I still can't believe it.,joy
My best friend moved away. It's real.,sadness
This is so frustrating and annoying! It was unexpected.,anger
She wore a red dress to the event. I feel overwhelmed.,neutral
My best friend moved away. It really happened.,sadness
I'm really scared of the dark. That really hit me.,fear
My best friend moved away. I'm telling the truth.,sadness
I just got a promotion at work! It really happened.,joy
The meeting is scheduled at 3 PM. Can you believe it?,neutral
"Wow, I didn’t expect that at all! I'm not joking.",surprise
What if I fail the exam tomorrow?,fear
"Wow, I didn’t expect that at all! It's real.",surprise
I can't believe I acted like that. I couldn't believe it.,shame
I just got a promotion at work! It was unexpected.,joy
That food smelled terrible. I'm not joking.,disgust
That’s the most disgusting thing ever. It was unexpected.,disgust
"Wow, I didn’t expect that at all! I couldn't believe it.",surprise
I’m just reading a book now. It's real.,neutral
I'm mad at myself for forgetting that. I'm speechless.,anger
What a beautiful sunny day! This just happened.,joy
I had no idea you were coming! I'm still processing it.,surprise
The meeting is scheduled at 3 PM. I still can't believe it.,neutral
This gift is such a wonderful surprise. I couldn't believe it.,surprise
I just got a promotion at work! Seriously.,joy
I had no idea you were coming! No way!,surprise
The thought of losing my job terrifies me. It was unexpected.,fear
This situation makes me sick. Honestly.,disgust
Nothing seems to cheer me up lately. I'm not joking.,sadness
This situation makes me sick. It really happened.,disgust
What a beautiful sunny day! It was unexpected.,joy
That's unbelievable news!.,surprise
I just got a promotion at work! Seriously.,joy
She wore a red dress to the event. No way!,neutral
That's unbelievable news! I'm speechless.,surprise
What if I fail the exam tomorrow? It's real.,fear
What a beautiful sunny day! I'm speechless.,joy
What if I fail the exam tomorrow? Seriously.,fear
I'm furious about how they treated me. Can you believe it?,anger
Everyone was watching when I slipped. I'm speechless.,shame
I feel so ashamed of myself.,shame
I had no idea you were coming! It's real.,surprise
I'm furious about how they treated me. This just happened.,anger
I can't stand people who lie. It really happened.,disgust
Today has been really hard for me. That really hit me.,sadness
That food smelled terrible. I still can't believe it.,disgust
I feel so ashamed of myself. I feel overwhelmed.,shame
I feel so ashamed of myself.,shame
I just want to be alone and cry. I still can't believe it.,sadness
I'm afraid of what might happen next. I'm not joking.,fear
Today has been really hard for me. I still can't believe it.,sadness
I just want to be alone and cry. It was unexpected.,sadness
I feel so ashamed of myself. That really hit me.,shame
Nothing seems to cheer me up lately. It left me stunned.,sadness
What if I fail the exam tomorrow?,fear
What a beautiful sunny day! It was unexpected.,joy
This situation makes me sick. I'm still processing it.,disgust
Nothing seems to cheer me up lately. I feel overwhelmed.,sadness
I'm really scared of the dark. I still can't believe it.,fear
What if I fail the exam tomorrow? Can you believe it?,fear
I had cereal for breakfast today. Can you believe it?,neutral
Everyone was watching when I slipped. I'm not joking.,shame
I wish I could take back my words. I couldn't believe it.,shame
I'm furious about how they treated me.!,anger
Nothing seems to cheer me up lately. I'm still processing it.,sadness
What a beautiful sunny day! I feel overwhelmed.,joy
This is so frustrating and annoying! I couldn't believe it.,anger
What a beautiful sunny day! It really happened.,joy
What a beautiful sunny day! Honestly.,joy
I feel so ashamed of myself. It's real.,shame
The sight of that was revolting. I couldn't believe it.,disgust
I'm furious about how they treated me. It really happened.,anger
This surprise party is amazing! I'm speechless.,joy
I'm mad at myself for forgetting that. It was unexpected.,anger
Everyone was watching when I slipped. This just happened.,shame
Everyone was watching when I slipped. Seriously.,shame
The meeting is scheduled at 3 PM. I still can't believe it.,neutral
This situation makes me sick. Seriously.,disgust
The weather is moderate and cloudy.,neutral
I feel embarrassed about what I did. I'm not joking.,shame
I can't believe I acted like that. It left me stunned.,shame
I miss my family so much.!,sadness
That was completely unfair and wrong. I'm speechless.,anger
I had cereal for breakfast today. I'm speechless.,neutral
Everyone was watching when I slipped. Can you believe it?,shame
The thought of losing my job terrifies me. It left me stunned.,fear
I feel so ashamed of myself. I couldn't believe it.,shame
The thought of losing my job terrifies me. I'm telling the truth.,fear
I wish I could take back my words. It really happened.,shame
The meeting is scheduled at 3 PM. I'm telling the truth.,neutral
"Wow, I didn’t expect that at all! It really happened.",surprise
That food smelled terrible.,disgust
Why do people always interrupt me? It's real.,anger
This is so frustrating and annoying! Can you believe it?,anger
I miss my family so much. Can you believe it?,sadness
I'm mad at myself for forgetting that. It's real.,anger
That was completely unfair and wrong. I still can't believe it.,anger
Today has been really hard for me. I'm still processing it.,sadness
The sight of that was revolting. That really hit me.,disgust
"Wow, I didn’t expect that at all! Can you believe it?",surprise
This surprise party is amazing!!,joy
I wish I could take back my words. Honestly.,shame
I miss my family so much. I feel overwhelmed.,sadness
That’s the most disgusting thing ever. It really happened.,disgust
That was completely unfair and wrong. I'm telling the truth.,anger
I'm mad at myself for forgetting that. I'm not joking.,anger
She wore a red dress to the event. That really hit me.,neutral
Laughing with friends is the best feeling. I feel overwhelmed.,joy
The weather is moderate and cloudy. I'm telling the truth.,neutral
Nothing seems to cheer me up lately. It really happened.,sadness
I wish I could take back my words. That really hit me.,shame
That food smelled terrible. This just happened.,disgust
That's unbelievable news!,surprise
I feel so ashamed of myself. Can you believe it?,shame
The meeting is scheduled at 3 PM. I'm telling the truth.,neutral
The meeting is scheduled at 3 PM. Can you believe it?,neutral
I'm really scared of the dark. It's real.,fear
What if I fail the exam tomorrow? It left me stunned.,fear
The meeting is scheduled at 3 PM. Honestly.,neutral
I had cereal for breakfast today..,neutral
I'm furious about how they treated me. This just happened.,anger
What if I fail the exam tomorrow? I'm still processing it.,fear
Everyone was watching when I slipped. It really happened.,shame
Nothing seems to cheer me up lately. I'm speechless.,sadness
Nothing seems to cheer me up lately. Honestly.,sadness
Laughing with friends is the best feeling. It's real.,joy
I feel embarrassed about what I did. It's real.,shame
You threw me a party? I'm shocked! That really hit me.,surprise
This situation makes me sick. I'm telling the truth.,disgust
The meeting is scheduled at 3 PM. It really happened.,neutral
I just want to be alone and cry. I'm speechless.,sadness
I just want to be alone and cry. I still can't believe it.,sadness
What a beautiful sunny day! I feel overwhelmed.,joy
This is so frustrating and annoying! It left me stunned.,anger
I can't stand people who lie. It was unexpected.,disgust
Why do people always interrupt me? It's real.,anger
What if I fail the exam tomorrow?,fear
What if I fail the exam tomorrow? I still can't believe it.,fear
I can't breathe when I'm anxious.!,fear
She wore a red dress to the event. I'm telling the truth.,neutral
The weather is moderate and cloudy. This just happened.,neutral
The weather is moderate and cloudy. This just happened.,neutral
She wore a red dress to the event. I'm speechless.,neutral
I feel embarrassed about what I did.,shame
My best friend moved away.!,sadness
I'm furious about how they treated me. I'm still processing it.,anger
That’s the most disgusting thing ever. Can you believe it?,disgust
This is so frustrating and annoying! No way!,anger
Today has been really hard for me..,sadness
I just got a promotion at work! I couldn't believe it.,joy
I'm mad at myself for forgetting that. I'm telling the truth.,anger
I miss my family so much. I'm not joking.,sadness
I'm really scared of the dark. This just happened.,fear
The thought of losing my job terrifies me. It left me stunned.,fear
I'm so proud of my accomplishments. It really happened.,joy
I feel embarrassed about what I did. I'm speechless.,shame
I’m just reading a book now..,neutral
The weather is moderate and cloudy. I'm telling the truth.,neutral
That’s the most disgusting thing ever.,disgust
The thought of losing my job terrifies me. I couldn't believe it.,fear
I can't stand people who lie. I'm speechless.,disgust
What a beautiful sunny day! Honestly.,joy
Everyone was watching when I slipped. No way!,shame
I had no idea you were coming! It left me stunned.,surprise
I miss my family so much. That really hit me.,sadness
I feel embarrassed about what I did. I couldn't believe it.,shame
This surprise party is amazing! I'm speechless.,joy
The weather is moderate and cloudy. It really happened.,neutral
Laughing with friends is the best feeling. It's real.,joy
This surprise party is amazing! I'm telling the truth.,joy
She wore a red dress to the event. I'm not joking.,neutral
I had cereal for breakfast today.,neutral
This gift is such a wonderful surprise. It's real.,surprise
I can't believe I acted like that. It was unexpected.,shame
This gift is such a wonderful surprise.,surprise
I'm mad at myself for forgetting that..,anger
I can't breathe when I'm anxious. I'm still processing it.,fear
I feel embarrassed about what I did. I'm speechless.,shame
The thought of losing my job terrifies me..,fear
What if I fail the exam tomorrow? It left me stunned.,fear
I just want to be alone and cry. It really happened.,sadness
I'm mad at myself for forgetting that. Can you believe it?,anger
The meeting is scheduled at 3 PM. No way!,neutral
That's unbelievable news! It really happened.,surprise
What a beautiful sunny day! I feel overwhelmed.,joy
What if I fail the exam tomorrow?!,fear
I can't believe I acted like that..,shame
I'm so proud of my accomplishments.!,joy
My best friend moved away. It's real.,sadness
The sight of that was revolting. It left me stunned.,disgust
My best friend moved away. I'm telling the truth.,sadness
Why do people always interrupt me? Can you believe it?,anger
I'm furious about how they treated me. I couldn't believe it.,anger
This surprise party is amazing! I'm not joking.,joy
That’s the most disgusting thing ever. That really hit me.,disgust
I'm mad at myself for forgetting that. It really happened.,anger
My best friend moved away. It really happened.,sadness
That’s the most disgusting thing ever.,disgust
That's unbelievable news! Can you believe it?,surprise
I just want to be alone and cry..,sadness
I feel so ashamed of myself. This just happened.,shame
I had no idea you were coming!!,surprise
That's unbelievable news! Honestly.,surprise
I'm furious about how they treated me. I'm not joking.,anger
What if I fail the exam tomorrow? No way!,fear
What if I fail the exam tomorrow? That really hit me.,fear
I'm so proud of my accomplishments. I still can't believe it.,joy
You threw me a party? I'm shocked! I still can't believe it.,surprise
I'm mad at myself for forgetting that. It was unexpected.,anger
I miss my family so much. I'm still processing it.,sadness
I miss my family so much. That really hit me.,sadness
I just want to be alone and cry. Can you believe it?,sadness
My best friend moved away. Honestly.,sadness
Nothing seems to cheer me up lately. It's real.,sadness
I had cereal for breakfast today. That really hit me.,neutral
This surprise party is amazing! This just happened.,joy
I just got a promotion at work! I feel overwhelmed.,joy
That food smelled terrible. It was unexpected.,disgust
I feel embarrassed about what I did. I still can't believe it.,shame
Laughing with friends is the best feeling. Honestly.,joy
I just want to be alone and cry. That really hit me.,sadness
That was completely unfair and wrong. I still can't believe it.,anger
The weather is moderate and cloudy. It's real.,neutral
I'm furious about how they treated me. No way!,anger
What a beautiful sunny day! That really hit me.,joy
Nothing seems to cheer me up lately. I'm still processing it.,sadness
I'm afraid of what might happen next. I'm not joking.,fear
I'm really scared of the dark. It's real.,fear
That food smelled terrible. It's real.,disgust
I'm furious about how they treated me. I feel overwhelmed.,anger
Laughing with friends is the best feeling. It really happened.,joy
The thought of losing my job terrifies me. That really hit me.,fear
Why do people always interrupt me? Seriously.,anger
I just got a promotion at work! I feel overwhelmed.,joy
I'm really scared of the dark. It really happened.,fear
The weather is moderate and cloudy. It left me stunned.,neutral
I had cereal for breakfast today. I'm telling the truth.,neutral
My best friend moved away. That really hit me.,sadness
My best friend moved away. It's real.,sadness
This is so frustrating and annoying! Can you believe it?,anger
I can't breathe when I'm anxious. I'm speechless.,fear
This is so frustrating and annoying! I'm telling the truth.,anger
This is so frustrating and annoying! It really happened.,anger
This surprise party is amazing! Seriously.,joy
I had cereal for breakfast today..,neutral
I can't breathe when I'm anxious. I'm telling the truth.,fear
Nothing seems to cheer me up lately. I'm not joking.,sadness
That's unbelievable news! I still can't believe it.,surprise
Today has been really hard for me. Can you believe it?,sadness
My best friend moved away. It really happened.,sadness
That food smelled terrible. I'm still processing it.,disgust
Nothing seems to cheer me up lately. No way!,sadness
That was completely unfair and wrong. Seriously.,anger
I can't breathe when I'm anxious. This just happened.,fear
That food smelled terrible. It was unexpected.,disgust
I can't believe I acted like that. I'm telling the truth.,shame
Laughing with friends is the best feeling. I'm not joking.,joy
I'm really scared of the dark. I still can't believe it.,fear
Why do people always interrupt me? It's real.,anger
The thought of losing my job terrifies me.,fear
That food smelled terrible. I'm still processing it.,disgust
You threw me a party? I'm shocked! I couldn't believe it.,surprise
She wore a red dress to the event. It left me stunned.,neutral
I had no idea you were coming! Seriously.,surprise
Why do people always interrupt me? I still can't believe it.,anger
This surprise party is amazing! It really happened.,joy
I'm furious about how they treated me. It really happened.,anger
I feel embarrassed about what I did. I'm still processing it.,shame
I'm afraid of what might happen next. It was unexpected.,fear
I'm furious about how they treated me. I couldn't believe it.,anger
Why do people always interrupt me?!,anger
"Wow, I didn’t expect that at all! I feel overwhelmed.",surprise
Why do people always interrupt me? I feel overwhelmed.,anger
I'm furious about how they treated me. I'm still processing it.,anger
She wore a red dress to the event. I still can't believe it.,neutral
I can't stand people who lie. Honestly.,disgust
I'm really scared of the dark. I feel overwhelmed.,fear
My best friend moved away. It was unexpected.,sadness
That's unbelievable news! I couldn't believe it.,surprise
This is so frustrating and annoying! It was unexpected.,anger
My best friend moved away. I'm not joking.,sadness
I'm really scared of the dark. I'm telling the truth.,fear
Why do people always interrupt me? I feel overwhelmed.,anger
I'm so proud of my accomplishments. I couldn't believe it.,joy
The thought of losing my job terrifies me. I still can't believe it.,fear
This surprise party is amazing! Honestly.,joy
My best friend moved away. No way!,sadness
I'm furious about how they treated me. Honestly.,anger
